ranking,nit,razon_social,supervisor,region,departamento,ciudad,ciiu,macrosector,ingresos_2024,ganancia_2024,activos_2024,pasivos_2024,patrimonio_2024,ingresos_2023,ganancia_2023,activos_2023,pasivos_2023,patrimonio_2023,grupo_niif
187,800141770,C.I. ACEPALMA S.A.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.,G4620 - Comercio al por mayor de materias primas agropecuarias; animales vivos,COMERCIO,1233587842,20011036,446794921,345825317,100969604,1505770788,37826195,374803761,270130293,104673468,10 NIIF Plenas - Individual Grupo 1
188,830065063,LG Electronics Colombia limitada,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.,G4644 - Comercio al por mayor de aparatos y equipo de uso doméstico,COMERCIO,1231363775,13219017,544629517,422418600,122210917,1054489191,3460416,470860865,361868965,108991900,10 NIIF Plenas - Individual Grupo 1
189,800069933,Comodin S.A.S.,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN,"C1410 - Confección de prendas de vestir, excepto prendas de piel",MANUFACTURA,1227579827,-11676701,1003251562,779535053,223716509,912141212,-733587,686133930,611733079,74400851,20 NIIF Plenas - Separado Grupo 1
190,860020058,DISTRIBUIDORA TOYOTA SAS ,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.,G4511 - Comercio de vehículos automotores nuevos,COMERCIO,1221090224,46062710,371511512,294055049,77456463,1227623864,39146569,392383110,326842789,65540321,20 NIIF Plenas - Separado Grupo 1
191,860000006,TEAM FOODS COLOMBIA SA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.,C1032 - Elaboración de aceites y grasas de origen vegetal refinados,MANUFACTURA,1213608509,40465567,829852005,647265927,182586078,1333486069,27173615,822115595,610859459,211256136,20 NIIF Plenas - Separado Grupo 1
192,860002304,GENERAL MOTORS - COLMOTORES S.A. ,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.,C2910 - Fabricación de vehículos automotores y sus motores,MANUFACTURA,1212362823,-769318240,1355390445,1744619616,-389229171,1567809638,-183449456,1833379589,1333934909,499444680,20 NIIF Plenas - Separado Grupo 1
193,800130426,GYJ FERRETERIAS S.A.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.,"G4663 - Comercio al por mayor de materiales de construcción, artículos de ferretería, pinturas, productos de vidrio, equipo y materiales de fontanería y calefacción",COMERCIO,1203053972,35956370,710752044,320483026,390269018,1288616808,29642655,692751959,281428294,411323665,GRUPO 1
194,800135913,"SOCIEDAD DE ACUEDUCTO, ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.",SUPERSERVICIOS,Costa Atlántica,ATLANTICO,BARRANQUILLA,"E3600 - Captación, tratamiento y distribución de agua",SERVICIOS,1200237392,145893710,1370659208,776419643,594239565,1047200028,177445406,1156934074,560662141,596271933,20 NIIF Plenas - Separado Grupo 1
195,890900118,CRISTALERÍA PELDAR S.A,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,ENVIGADO,C2310 - Fabricación de vidrio y productos de vidrio,MANUFACTURA,1198624330,117227337,1689746804,841331644,848415160,1067017594,78629781,1710021641,895352517,814669124,20 NIIF Plenas - Separado Grupo 1
196,860015753,COLOMBIANA KIMBERLY COLPAPEL S.A.S,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,BARBOSA,C1709 - Fabricación de otros artículos de papel y cartón,MANUFACTURA,1190584000,-187304000,1882350000,1072196000,810154000,1279039000,-109253000,2019633000,972615000,1047018000,GRUPO 1
197,890922447,CONSTRUCCIONES EL CONDOR S.A,SUPERFINANCIERA,Antioquia,ANTIOQUIA,MEDELLIN,F4210 - Construcción de carreteras y vías de ferrocarril,CONSTRUCCIÓN,1189537155,-171078844,2309335508,1708627552,600707956,884085086,-259665891,2391857747,1660155552,731702195,10 NIIF Plenas - Individual Grupo 1
198,805011074,ADIDAS COLOMBIA LTDA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.,G4643 - Comercio al por mayor de calzado,COMERCIO,1188369469,51867471,755538849,585366382,170172467,953085271,16479438,661638894,543333898,118304996,10 NIIF Plenas - Individual Grupo 1
199,891410137,SUZUKI MOTOR DE COLOMBIA SA,SUPERSOCIEDADES,Eje Cafetero,RISARALDA,PEREIRA,C3091 - Fabricación de motocicletas,MANUFACTURA,1185247082,144157516,1041851012,268738654,773112358,1017953794,82954152,729532105,99299163,630232942,20 NIIF Plenas - Separado Grupo 1
200,811008963,MULTIENLACE SAS,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN,N8220 - Actividades de centros de llamadas (call center),SERVICIOS,1182224624,54288801,960816851,510845608,449971243,908160011,43319451,706839103,375177892,331661211,10 NIIF Plenas - Individual Grupo 1
201,860051812,Halliburton Latin America S. R.L Sucursal Colombia,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.,B0910 - Actividades de apoyo para la extracción de petróleo y de gas natural,MINERO-HIDROCARBUROS,1181904250,-53889970,734704250,202050792,532653458,1428800931,88613400,803501174,233724294,569776880,20 NIIF Plenas - Separado Grupo 1
202,860013771,AJOVER DARNEL SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.,C2229 - Fabricación de artículos de plástico n.c.p.,MANUFACTURA,1180394933,29121225,1832200796,944246782,887954014,1111698241,50571504,1547823154,831075319,716747835,10 NIIF Plenas - Individual Grupo 1
203,900196778,ONGC VIDESH LIMITED SUCURSAL COLOMBIANA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.,B0610 - Extracción de petróleo crudo,MINERO-HIDROCARBUROS,1179435004,439926452,1022878377,712003058,310875319,1486643441,540012896,709701382,411736074,297965308,GRUPO 1
204,800116164,TERMINAL DE CONTENEDORES DE CARTAGENA S. A.,SUPERTRANSPORTE,Costa Atlántica,BOLIVAR,CARTAGENA,H5222 - Almacenamiento y actividades complementarias al transporte,SERVICIOS,1177370542,426451863,2930426036,1715080571,1215345464,1075603099,787226603,2549590543,1211159196,1338431347,10 NIIF Plenas - Individual Grupo 1
205,900104517,BIO D S.A. USUARIO OPERADOR DE ZONA FRANCA,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,FACATATIVA,C2029 - Fabricación de otros productos químicos n.c.p.,MANUFACTURA,1172996808,29091541,496003571,218801184,277202387,1195565776,17671464,450866717,207055347,243811370,10 NIIF Plenas - Individual Grupo 1
206,860000753,BOEHRINGER INGELHEIM SA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.,"G4645 - Comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador",COMERCIO,1158235174,-4901850,878787988,752967574,125820414,1029616703,42293415,917213686,786491422,130722264,10 NIIF Plenas - Individual Grupo 1
207,805028041,SUPERTIENDAS CAÑAVERAL SAS ,SUPERSOCIEDADES,Costa Pacífica,VALLE,CALI,"G4711 - Comercio al por menor en establecimientos no especializados con surtido compuesto principalmente por alimentos, bebidas (alcohólicas y no alcohólicas) o tabaco",COMERCIO,1136938552,9197647,378791357,298885773,79905584,980192971,5046964,371891048,294026008,77865040,20 NIIF Plenas - Separado Grupo 1
208,891800111,DIACO SA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.,C2410 - Industrias básicas de hierro y de acero,MANUFACTURA,1135629517,31056000,899969791,190270296,709699495,1223718830,55087943,904668281,225508850,679159431,10 NIIF Plenas - Individual Grupo 1
209,900099234,SUCDEN COLOMBIA SAS  ,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.,G4620 - Comercio al por mayor de materias primas agropecuarias; animales vivos,COMERCIO,1130544174,1743226,422698412,408371900,14326512,888506088,667570,152707689,141924343,10783346,10 NIIF Plenas - Individual Grupo 1
210,800091549,IMPRESISTEM SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,COTA,"G4651 - Comercio al por mayor de computadores, equipo periférico y programas de informática",COMERCIO,1128721128,8124408,400938382,322836179,78102203,1010926157,9967502,397000066,327022271,69977795,10 NIIF Plenas - Individual Grupo 1
211,900030538,Lenovo (Asia Pacific) Limited Sucursal Colombia,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.,"G4651 - Comercio al por mayor de computadores, equipo periférico y programas de informática",COMERCIO,1120552799,53151175,636472161,559552178,76919983,1062665480,-41868567,493980360,473974555,20005805,10 NIIF Plenas - Individual Grupo 1
212,830002366,BIMBO DE COLOMBIA S A,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.,C1081 - Elaboración de productos de panadería,MANUFACTURA,1115762309,-52831625,832954142,432468040,400486102,1258285921,-40815085,873662764,429011707,444651057,10 NIIF Plenas - Individual Grupo 1
213,900320612,SAP COLOMBIA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.,J6209 - Otras actividades de tecnologías de información y actividades de servicios informáticos,SERVICIOS,1108495880,-64767668,1010355310,855125677,155229633,1105430850,-8194103,742146916,522149615,219997301,20 NIIF Plenas - Separado Grupo 1
214,800221789,BRINSA S.A.,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN,"C2023 - Fabricación de jabones y detergentes, preparados para limpiar y pulir; perfumes y preparados de tocador",MANUFACTURA,1106060640,96398939,1211499740,715866952,495632788,1013804376,62736422,1003688759,576620243,427068516,GRUPO 1
215,890302594,MAYAGUEZ S A,SUPERFINANCIERA,Costa Pacífica,VALLE,CALI,C1071 - Elaboración y refinación de azúcar,MANUFACTURA,1105629919,67163218,1860084061,902725535,957358526,1144577338,124893117,1720123025,848722022,871401003,10 NIIF Plenas - Individual Grupo 1
216,800148312,Cóndor Specialty Coffee SAS ,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.,C1061 - Trilla de café,MANUFACTURA,1098782439,9145466,579201311,530599863,48601448,1064506326,343272,245308676,205852694,39455982,GRUPO 1
217,860507033,VIGILANCIA Y SEGURIDAD LTDA,SUPERVIGILANCIA ,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.,N8010 - Actividades de seguridad privada,SERVICIOS,1095197800,22940007,350490311,201291020,149199290,926918948,22793563,305983969,181766747,124217221,10 NIIF Plenas - Individual Grupo 1
218,901131909,TERNIUM DEL ATLANTICO S.A.S. ,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,ITAGUI,C2410 - Industrias básicas de hierro y de acero,MANUFACTURA,1093534569,-356274,777344847,762186682,15158165,714517776,-150744358,683385889,669911637,13474252,10 NIIF Plenas - Individual Grupo 1
219,860513970,COMERCIALIZADORA INTERNACIONAL MILPA SOCIEDAD ANONIMA ,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.,"G4661 - Comercio al por mayor de combustibles sólidos, líquidos, gaseosos y productos conexos",COMERCIO,1093283200,79936072,1180277145,230863751,949413394,1396319320,41898089,1187272444,328736752,858535692,10 NIIF Plenas - Individual Grupo 1
220,900118612,COMERCIALIZADORA INTERNACIONAL DE METALES PRECIOSOS DE COLOMBIA SA,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN,G4662 - Comercio al por mayor de metales y productos metalíferos,COMERCIO,1088463587,-177146,34286999,1234584,33052415,1448150720,4584765,37669497,3522983,34146514,20 NIIF Plenas - Separado Grupo 1
221,860350697,Concretos Argos S.A.S.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.,"C2395 - Fabricación de artículos de hormigón, cemento y yeso",MANUFACTURA,1086857637,8583830,588658673,394265709,194392964,1038869047,-1643162,604991255,419182121,185809134,10 NIIF Plenas - Individual Grupo 1
222,890301163,DISTRIBUIDORA COLOMBINA LTDA ,SUPERSOCIEDADES,Costa Pacífica,VALLE,TULUA,G4631 - Comercio al por mayor de productos alimenticios,COMERCIO,1084461024,33911616,259918941,221101648,38817293,235170959,15962161,72406876,56468660,15938216,40 NIIF Pymes - Individual Grupo 2
223,800041829,YOKOMOTOR S.A,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN,G4511 - Comercio de vehículos automotores nuevos,COMERCIO,1079461273,28223829,285044300,166943859,118100441,953919131,30373157,294559596,183421774,111137822,40 NIIF Pymes - Individual Grupo 2
224,890916575,DISLICORES ,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN,G4632 - Comercio al por mayor de bebidas y tabaco,COMERCIO,1078804927,9600898,582226777,438743888,143482889,1037424009,18409027,535745591,401863600,133881991,20 NIIF Plenas - Separado Grupo 1
225,860047657,INCHCAPE COLOMBIA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.,G4511 - Comercio de vehículos automotores nuevos,COMERCIO,1073589015,-3547932,799604594,419401658,380202936,1525918761,32843567,930894806,574381675,356513131,20 NIIF Plenas - Separado Grupo 1
226,900561761,INGRAM MICRO SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,COTA,"G4651 - Comercio al por mayor de computadores, equipo periférico y programas de informática",COMERCIO,1069128740,-20935069,593287298,364119717,229167581,1067740477,-59423866,512242838,264369236,247873602,10 NIIF Plenas - Individual Grupo 1
227,900335237,GRAN TIERRA OPERATIONS COLOMBIA GMBH SUCURSAL,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.,B0610 - Extracción de petróleo crudo,MINERO-HIDROCARBUROS,1066969000,88637000,1805804000,578444000,1227360000,1105885000,266182000,1860046000,795093000,1064953000,GRUPO 1
228,891800219,EMPRESA DE ENERGIA DE BOYACA S.A. ESP,SUPERSERVICIOS,Centro - Oriente,BOYACA,TUNJA,"D3514 - Suministro de electricidad, gas, vapor y aire acondicionado",SERVICIOS,1066942265,238415302,3552624094,661345396,2891278698,991967221,156505284,3454151292,729931738,2724219554,20 NIIF Plenas - Separado Grupo 1
229,890106527,PROCAPS S.A.,SUPERSOCIEDADES,Costa Atlántica,ATLANTICO,BARRANQUILLA,"C2100 - Fabricación de productos farmacéuticos, sustancias químicas medicinales y productos botánicos de uso farmacéutico",MANUFACTURA,1063252837,-159659804,1757583247,1639755771,117827476,1419451381,35842587,1768381185,1479593646,288787539,20 NIIF Plenas - Separado Grupo 1
230,860009808,Holcim (Colombia) S A ,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.,"C2394 - Fabricación de cemento, cal y yeso",MANUFACTURA,1062258498,81075356,1021703806,498282941,523420865,1057108221,75374616,942812528,457297522,485515006,10 NIIF Plenas - Individual Grupo 1
231,890918965,C.I TECNICAS BALTIME DE COLOMBIA S.A,SUPERSOCIEDADES,Costa Atlántica,MAGDALENA,SANTA MARTA,G4620 - Comercio al por mayor de materias primas agropecuarias; animales vivos,COMERCIO,1061578021,7695744,570677845,355844047,214833798,1149356672,28440649,532549968,331157689,201392279,10 NIIF Plenas - Individual Grupo 1
232,901300741,COESCO COLOMBIA SAS  ,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.,G4731 - Comercio al por menor de combustible para automotores,COMERCIO,1061433948,22449616,98972624,31103480,67869144,770161874,21731968,65899687,20480159,45419528,20 NIIF Plenas - Separado Grupo 1
233,891300241,Manuelita S.A. ,SUPERSOCIEDADES,Costa Pacífica,VALLE,PALMIRA,C1071 - Elaboración y refinación de azúcar,MANUFACTURA,1055695780,59402888,1554591150,869323662,685267488,1055808820,78152944,1507173074,802084837,705088237,10 NIIF Plenas - Individual Grupo 1
234,800206842,BAKER HUGHES DE COLOMBIA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.,B0910 - Actividades de apoyo para la extracción de petróleo y de gas natural,MINERO-HIDROCARBUROS,1054449917,-40810591,852213226,225320109,626893117,1250198020,57883835,822051836,238145407,583906429,10 NIIF Plenas - Individual Grupo 1
235,860002538,NOVARTIS DE COLOMBIA S.A.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.,"G4645 - Comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador",COMERCIO,1054247930,14869552,539483822,331377108,208106714,1313780701,30566308,692857025,498942249,193914776,20 NIIF Plenas - Separado Grupo 1
236,860002134,ABBOTT LABORATORIES DE COLOMBIA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.,"G4645 - Comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador",COMERCIO,1043583787,76371749,856207434,207207740,648999694,1045039047,-68077429,916077063,351786875,564290188,40 NIIF Pymes - Individual Grupo 2
237,890333023,SIDERURGICA DEL OCCIDENTE SAS,SUPERSOCIEDADES,Costa Pacífica,VALLE,YUMBO,C2410 - Industrias básicas de hierro y de acero,MANUFACTURA,1039898739,57297054,479463481,213356131,266107350,1039955962,59733641,464063250,240252956,223810294,GRUPO 1
238,890500726,NORTESANTANDEREANA DE GAS S.A. E.S.P.,SUPERSERVICIOS,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.,"G4661 - Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas",COMERCIO,1037171432,94791664,811634308,430173801,381460507,881961505,68100067,686022385,289022624,396999761,10 NIIF Plenas - Individual Grupo 1
239,830006735,ALIMENTOS POLAR COLOMBIA SAS  ,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.,C1051 - Elaboración de productos de molinería,MANUFACTURA,1037019204,51480321,490297960,275641013,214656947,1016799280,31459169,520182345,347375875,172806470,20 NIIF Plenas - Separado Grupo 1
240,830037774,DRUMMOND COAL MINING LLC,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.,B0510 - Extracción de hulla (carbón de piedra),MINERO-HIDROCARBUROS,1030769783,219907209,949946472,154032252,795914220,1089200062,216218009,1005034047,100408847,904625200,10 NIIF Plenas - Individual Grupo 1
241,900780755,FORD MOTOR COLOMBIA S A S  ,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.,G4511 - Comercio de vehículos automotores nuevos,COMERCIO,1030530983,14827176,405495561,390536385,14959176,1229332498,77196220,641337318,564009180,77328138,GRUPO 1
242,805003351,TERMOVALLE S.A.S. E.S.P,SUPERSERVICIOS,Costa Pacífica,VALLE,PALMIRA,D3511 - Generación de energia electrica,SERVICIOS,1027879000,229581000,686430282,318556254,367874028,843033955,192395861,602127798,331944412,270183386,10 NIIF Plenas - Individual Grupo 1
243,900236520,CADENA COMERCIAL OXXO COLOMBIA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.,"G4711 - Comercio al por menor en establecimientos no especializados con surtido compuesto principalmente por alimentos, bebidas (alcohólicas y no alcohólicas) o tabaco",COMERCIO,1021089283,-131620832,1033256091,967541721,65714370,635545248,-41390304,720992356,533606314,187386042,20 NIIF Plenas - Separado Grupo 1
244,891401858,OPERADORA AVICOLA COLOMBIA S.A.S,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN,A0145 - Cría de aves de corral,AGROPECUARIO,1015245424,40147954,737493712,313038837,424454875,1021017083,7663291,688260572,304336282,383924290,10 NIIF Plenas - Individual Grupo 1
245,900466209,PORSCHE COLOMBIA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.,G4511 - Comercio de vehículos automotores nuevos,COMERCIO,1013835416,17595712,441994817,309438216,132556601,1065969322,-28598674,468237851,353276961,114960890,20 NIIF Plenas - Separado Grupo 1
246,890900168,CERVECERIA UNIÓN SA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.,"C1103 - Producción de malta, elaboración de cervezas y otras bebidas malteadas",MANUFACTURA,1010555299,334373857,2126980468,1384314181,742666287,917660399,267915755,2076908165,1411560967,665347198,10 NIIF Plenas - Individual Grupo 1
247,830140321,Huawei Technologies Colombia SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.,"G4652 - Comercio al por mayor de equipo, partes y piezas electrónicos y de telecomunicaciones",COMERCIO,1009213736,31720763,1215171566,1110286499,104885067,1294624177,11855874,1066982852,994008927,72973925,10 NIIF Plenas - Individual Grupo 1
248,890901672,CRYSTAL SAS,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,SABANETA,"C1410 - Confección de prendas de vestir, excepto prendas de piel",MANUFACTURA,1006555190,29649131,972203384,558215421,413987963,989755260,26824908,842652731,482790866,359861865,10 NIIF Plenas - Individual Grupo 1
249,900319372,RED CARNICA SAS,SUPERSOCIEDADES,Centro - Oriente,SANTANDER,BUCARAMANGA,C1011 - Procesamiento y conservación de carne y productos cárnicos,MANUFACTURA,1004516392,-64223299,643650437,635800146,7850291,867067880,-20833402,532125706,460052116,72073590,40 NIIF Pymes - Individual Grupo 2
250,830112215,WORLD FUEL SERVICES COMPANY LLC SUCURSAL COLOMBIA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.,G4731 - Comercio al por menor de combustible para automotores,COMERCIO,996662639,-4221009,183917707,95263313,88654394,838096059,2479263,199091089,106215686,92875403,414
251,891180001,ELECTRIFICADORA DEL HUILA S.A. E.S.P.,SUPERSERVICIOS,Centro - Sur,HUILA,NEIVA,"D3514 - Suministro de electricidad, gas, vapor y aire acondicionado",SERVICIOS,994317102,112067400,1004244988,548207926,456037062,854588893,-30143814,997007835,660608265,336399570,20 NIIF Plenas - Separado Grupo 1
252,890205645,MARVAL S.A.S.,SUPERSOCIEDADES,Centro - Oriente,SANTANDER,BUCARAMANGA,F4111 - Construcción de edificios residenciales,CONSTRUCCIÓN,985342945,209156532,2310507291,1346710448,963796843,560481394,98888329,2129057512,1374819906,754237606,10 NIIF Plenas - Individual Grupo 1
253,860516806,PERMODA LTDA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.,"C1410 - Confección de prendas de vestir, excepto prendas de piel",MANUFACTURA,979191559,-9749281,1409273691,937080401,472193290,940202542,-19037205,1193050249,711107678,481942571,10 NIIF Plenas - Individual Grupo 1
254,890207037,AGROPECUARIA ALIAR SA,SUPERSOCIEDADES,Centro - Oriente,SANTANDER,FLORIDABLANCA,A0144 - Cría de ganado porcino,AGROPECUARIO,978022115,-8693448,2032569298,1253291413,779277885,708236801,-40904916,1858476729,1070450864,788025865,20 NIIF Plenas - Separado Grupo 1
255,890301960,CARVAJAL PULPA Y PAPEL S.A.  ,SUPERSOCIEDADES,Costa Pacífica,VALLE,YUMBO,C1701 - Fabricación de pulpas (pastas) celulósicas; papel y cartón,MANUFACTURA,977062232,-177295863,958660420,799029111,159631309,1074255724,-32459498,900763216,565396251,335366965,10 NIIF Plenas - Individual Grupo 1
256,830039568,ASTRAZENECA COLOMBIA S.A.S   ,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.,"G4645 - Comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador",COMERCIO,975728569,16926540,935072000,849649655,85422345,719381064,7665985,715318702,646822897,68495805,20 NIIF Plenas - Separado Grupo 1
257,891400378,PAPELES NACIONALES S.A.S.,SUPERSOCIEDADES,Eje Cafetero,RISARALDA,PEREIRA,C1709 - Fabricación de otros artículos de papel y cartón,MANUFACTURA,973866841,46637562,1018359809,663931592,354428217,1014823316,33297740,797577059,516466450,281110609,GRUPO 2
258,890307200,Clínica Imbanaco S.A.S.,SUPERSALUD,Costa Pacífica,VALLE,CALI,"Q8610 - Actividades de hospitales y clínicas, con internación",SERVICIOS,973221827,38760022,1233000000,842000000,391000000,903573959,27936675,1172000000,819000000,353000000,20 NIIF Plenas - Separado Grupo 1
259,830010337,SANOFI-AVENTIS DE COLOMBIA S.A.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.,"G4645 - Comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador",COMERCIO,972155978,47778527,685046034,332855958,352190076,888299587,4991039,550914142,246304676,304609466,10 NIIF Plenas - Individual Grupo 1
260,891408584,FRISBY S.A. BIC,SUPERSOCIEDADES,Eje Cafetero,RISARALDA,PEREIRA,I5612 - Expendio por autoservicio de comidas preparadas,SERVICIOS,969932825,63031802,652758245,479568283,173189962,853249254,42270015,523468844,413310684,110158160,10 NIIF Plenas - Individual Grupo 1
261,800103052,ORACLE COLOMBIA  LTDA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.,"M7490 - Otras actividades profesionales, científicas y técnicas n.c.p.",SERVICIOS,967598775,26823599,637419322,512792294,124627028,874580787,-50497913,540899539,461632729,79266810,414
262,892002210,ELECTRIFICADORA DEL META S.A. E.S.P.,SUPERSERVICIOS,Otros,META,VILLAVICENCIO,"D3514 - Suministro de electricidad, gas, vapor y aire acondicionado",SERVICIOS,964740824,43471148,870939284,533749605,337189679,803838169,29844139,826527156,507813574,318713582,GRUPO 2
263,901007478,GRUPO ENERGÉTICO DE LAS AMERICAS SAS ESP,SUPERSERVICIOS,Costa Atlántica,ATLANTICO,BARRANQUILLA,"G4661 - Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas",COMERCIO,963656336,10277596,215634844,198564401,17070443,594761085,4713223,110831400,102038553,8792847,10 NIIF Plenas - Individual Grupo 1
264,900174478,Louis Dreyfus Company Colombia SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.,C1061 - Trilla de café,MANUFACTURA,959257150,-5178194,650869222,615825282,35043940,715328375,19207672,228662304,192691449,35970855,20 NIIF Plenas - Separado Grupo 1
265,901421912,JGDB HOLDING SAS ,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.,"K6499 - Otras actividades de servicio financiero, excepto las de seguros y pensiones n.c.p.",SERVICIOS,958202278,-180470399,16164591661,5961152151,10203439510,227212547,-3208271212,5342576021,4648283741,694292280,10 NIIF Plenas - Individual Grupo 1
266,860039561,PFIZER SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.,"G4645 - Comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador",COMERCIO,957914523,18565962,846429958,506120667,340309291,970794950,17227385,787047205,465491141,321556064,10 NIIF Plenas - Individual Grupo 1
267,890208788,UNIDROGAS S.A.S.,SUPERSOCIEDADES,Centro - Oriente,SANTANDER,FLORIDABLANCA,"G4645 - Comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador",COMERCIO,946428538,22299559,793474997,587334922,206140075,858573447,18809963,662248025,478407510,183840515,20 NIIF Plenas - Separado Grupo 1
