ranking,nit,razon_social,supervisor,region,departamento,ciudad,ciiu,macrosector,ingresos_2023,ganancia_2023,activos_2023,pasivos_2023,patrimonio_2023,ingresos_2022,ganancia_2022,activos_2022,pasivos_2022,patrimonio_2022,grupo_niif
879,901160786,DISTRIBUIDORA DE COMBUSTIBLES DISCOM SAS,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN,"G4661 - Comercio al por mayor de combustibles sólidos, líquidos, gaseosos y productos conexos",Comercio,332100267,864762,20360413,17674321,2686092,203907952,626867,20703754,18882424,1821330,40 NIIF Pymes - Individual Grupo 2
880,860045854,ALMACENES MAXIMO SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,"BOGOTA, D.C.",G4755 - Comercio al por menor de artículos y utensilios de uso doméstico en establecimientos especializados,Comercio,331686413,-3230269,190708048,151216422,39491626,313657728,2102119,176788939,137525017,39263922,40 NIIF Pymes - Individual Grupo 2
881,901123549,COMERCIALIZADORA INTERNACIONAL OCTANO INDUSTRIAL SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,MADRID,C1921 - Fabricación de productos de la refinación del petróleo,Manufactura,330854700,-15657208,27432891,29334277,-1901386,299403488,11615012,38009207,24253385,13755822,40 NIIF Pymes - Individual Grupo 2
882,900402080,FRESENIUS KABI COLOMBIA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,"BOGOTA, D.C.","G4645 - Comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador",Comercio,330443693,12748056,227491029,136563558,90927471,280812320,-1686238,213102852,134968953,78133899,10 NIIF Plenas - Individual Grupo 1
883,900868271,DECATHLON COLOMBIA SAS ,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,"BOGOTA, D.C.","G4762 - Comercio al por menor de artículos deportivos, en establecimientos especializados",Comercio,329975369,8604417,233807317,188652261,45155056,319647072,12866328,228912285,192361646,36550639,10 NIIF Plenas - Individual Grupo 1
884,890914526,ALMACENES FLAMINGO S.A ,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN,"G4719 - Comercio al por menor en establecimientos no especializados, con surtido compuesto principalmente por productos diferentes de alimentos (víveres en general), bebidas (alcohólicas y no alcohólicas) y tabaco",Comercio,329847829,-65033736,435470184,293602369,141867815,517065088,2376984,487183578,335900763,151282815,50 NIIF Pymes - Separado Grupo 2
885,805031788,NUTRICION DE PLANTAS SA,SUPERSOCIEDADES,Costa Pacífica,VALLE DEL CAUCA,TULUA,C2012 - Fabricación de abonos y compuestos inorgánicos nitrogenados,Manufactura,329618220,23365692,205324935,11074829,194250106,371086560,47329552,195145066,24260652,170884414,10 NIIF Plenas - Individual Grupo 1
886,890315540,PRODUCTOS YUPI SAS,SUPERSOCIEDADES,Costa Pacífica,VALLE DEL CAUCA,YUMBO,G4631 - Comercio al por mayor de productos alimenticios,Comercio,329367513,10292051,204437905,97092625,107345280,340694112,19722976,196026506,97736731,98289775,20 NIIF Plenas - Separado Grupo 1
887,890905055,EMPRESAS VARIAS DE MEDELLIN  S.A. E.S. P.,SUPERSERVICIOS,Antioquia,ANTIOQUIA,MEDELLIN,"E3811 - Recolección, tratamiento y disposición de desechos, recuperación de materiales",Servicios,328922427,-34690658,453416242,441775273,11640969,289549115,-11569598,449512472,396477250,53035222,
888,900715610,BIOCOSTA GREEN ENERGY S.A.S,SUPERSOCIEDADES,Costa Atlántica,MAGDALENA,SANTA MARTA,C1032 - Elaboración de aceites y grasas de origen vegetal refinados,Manufactura,328914467,107346,135218760,94740777,40477983,427655296,20453497,148585411,108214774,40370637,10 NIIF Plenas - Individual Grupo 1
889,890115166,AEROSUCRE S.A,SUPERTRANSPORTE,Costa Atlántica,ATLANTICO,SOLEDAD,H5121 - Transporte aéreo,Servicios,328826618.664,-365339.828,103326521.266,94944381.53,8382139.736,342217735.494,324021.992,24694454.169,16395788.052,8298666.117,GRUPO 1
890,805022756,ACCION DEL CAUCA SAS EN REORGANIZACION,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,"BOGOTA, D.C.",N7820 - Actividades de empresas de servicios temporales,Servicios,327983023,2003496,73983399,28587698,45395701,388729440,7233638,77388654,33996449,43392205,10 NIIF Plenas - Individual Grupo 1
891,800215065,COORDINADORA DE SERVICIOS DE PARQUE CEMENTERIO S.A.S.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,"BOGOTA, D.C.",S9603 - Pompas fúnebres y actividades relacionadas,Servicios,327964663,11364219,162766788,70447609,92319179,296399264,13353943,140235644,59337058,80898586,50 NIIF Pymes - Separado Grupo 2
892,890301918,PEPSI COLA COLOMBIA LTDA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,"BOGOTA, D.C.",G4690 - Comercio al por mayor no especializado,Comercio,327778340,23170388,243881486,159678735,84202751,271515616,-3923473,227056096,166844530,60211566,10 NIIF Plenas - Individual Grupo 1
893,800241958,Hewlett Packard Colombia Ltda,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,"BOGOTA, D.C.",J6202 - Actividades de consultoría informática y actividades de administración de instalaciones informáticas,Servicios,325946720,-1975799,274956636,136417557,138539079,240232384,28350849,334817154,194302276,140514878,10 NIIF Plenas - Individual Grupo 1
894,900088112,AVIANCA ECUADOR S.A SUCURSAL COLOMBIA ,SUPERTRANSPORTE,Bogotá - Cundinamarca,BOGOTA D.C.,"BOGOTA, D.C.",H5112 - Transporte aéreo,Servicios,325329131.782,-12293552.844,71238356.743,14254331.258,56984025.485,290785078.452,-38421205.747,150127947.26,63784854.085,86343093.175,GRUPO 1
895,900378893,AR CONSTRUCCIONES SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,"BOGOTA, D.C.",F4111 - Construcción de edificios residenciales,Construccion ,325213039,9209217,709453095,566273366,143179729,376952832,32461054,1296252675,1162282163,133970512,10 NIIF Plenas - Individual Grupo 1
896,860507248,J.E. JAIMES INGENIEROS S.A.S.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,"BOGOTA, D.C.",F4321 - Instalaciones eléctricas,Construccion ,325113566,30871120,132477017,81964700,50512317,347656128,2093350,93500487,70755082,22745405,50 NIIF Pymes - Separado Grupo 2
897,890939936,SOCIEDAD MEDICA RIONEGRO SA,SUPERSALUD,Antioquia,ANTIOQUIA,RIONEGRO,"Q8610 - Actividades de hospitales y clínicas, con internación",Servicios,324982122,19668469,384055000,192561000,191494000,261993348,19206267,337424450,165892064,171532386,GRUPO 1
898,800189687,ACEROS CORTADOS SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,MOSQUERA,C2511 - Fabricación de productos metálicos para uso estructural,Manufactura,324833976,10941760,164119294,65058087,99061207,376154560,2430387,235555688,147436241,88119447,10 NIIF Plenas - Individual Grupo 1
899,800022558,BATERIAS WILLARD S.A ,SUPERSOCIEDADES,Costa Atlántica,ATLANTICO,BARRANQUILLA,"C2720 - Fabricación de pilas, baterías y acumuladores eléctricos",Manufactura,324020967,15879540,235620380,105769581,129850799,356118016,22083186,275036225,148248104,126788121,20 NIIF Plenas - Separado Grupo 1
900,900484906,PALMAR DE ALTAMIRA SAS,SUPERSOCIEDADES,Costa Pacífica,VALLE DEL CAUCA,PALMIRA,C1032 - Elaboración de aceites y grasas de origen vegetal refinados,Manufactura,323875078,11957960,252711065,98152532,154558533,387275328,61512495,285021306,86968699,198052607,10 NIIF Plenas - Individual Grupo 1
901,800223206,BIENESTAR IPS S.A.S.,SUPERSALUD,Costa Atlántica,ATLANTICO,BARRANQUILLA,"Q8621 - Actividades de la práctica médica, sin internación",Servicios,323872684,4854695,264846000,181693647,83152353,298491971,12599976,184980378,111152711,73827667,GRUPO 2
902,830085844,WOOD ENGINEERING AND CONSULTANCY COLOMBIA S.A.S,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,"BOGOTA, D.C.",M7112 - Actividades de ingeniería y otras actividades conexas de consultoría técnica,Servicios,322180062,35309569,117683678,63257816,54425862,280702176,18289430,79886923,46420630,33466293,10 NIIF Plenas - Individual Grupo 1
903,800015583,COLSOF SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,COTA,"G4741 - Comercio al por menor de computadores, equipos periféricos, programas de informática y equipos de telecomunicaciones en establecimientos especializados",Comercio,321607204,8205837,153232885,87026306,66206579,322095040,9663786,131194483,73230258,57964225,10 NIIF Plenas - Individual Grupo 1
904,800226766,PROMIORIENTE SA ESP,SUPERFINANCIERA,Centro - Oriente,SANTANDER,BUCARAMANGA,H4930 - Transporte por tuberías,Servicios,321058410,182028607,794910315,287994446,506915869,267041004,119970142,862795912,420107817,442688095,GRUPO 1
905,900041914,Avon Colombia SAS,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,GUARNE,"C2023 - Fabricación de jabones y detergentes, preparados para limpiar y pulir; perfumes y preparados de tocador",Manufactura,320833135,-63000241,136249090,107221946,29027144,558913216,-35423162,220230059,255628690,-35398631,10 NIIF Plenas - Individual Grupo 1
906,901569849,HONOR TECHNOLOGIES COLOMBIA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,"BOGOTA, D.C.","G4652 - Comercio al por mayor de equipo, partes y piezas electrónicos y de telecomunicaciones",Comercio,320744606,2931260,111148913,93329660,17819253,41885376,926183,60626507,45738514,14887993,40 NIIF Pymes - Individual Grupo 2
907,804010412,AGROMILENIO SAS,SUPERSOCIEDADES,Centro - Oriente,SANTANDER,BUCARAMANGA,"G4664 - Comercio al por mayor de productos químicos básicos, cauchos y plásticos en formas primarias y productos químicos de uso agropecuario",Comercio,320708640,3588320,200367000,155765687,44601313,327883904,3218850,215616087,174603094,41012993,40 NIIF Pymes - Individual Grupo 2
908,800249704,COLWAGEN SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,"BOGOTA, D.C.",G4511 - Comercio de vehículos automotores nuevos,Comercio,320239923,-1116768,133806595,109002366,24804229,349598144,6386518,105102858,79181861,25920997,20 NIIF Plenas - Separado Grupo 1
909,830092963,SUPERPOLO SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,COTA,C2920 - Fabricación de carrocerías para vehículos automotores; fabricación de remolques y semirremolques,Manufactura,319932967,18732927,261134853,87906396,173228457,283203264,4129885,283434883,123919578,159515305,20 NIIF Plenas - Separado Grupo 1
910,800014918,E.S.E. HOSPITAL UNIVERSITARIO ERASMO MEOZ,SUPERSALUD,Centro - Oriente,NORTE DE SANTANDER,CUCUTA,"Q8610 - Actividades de hospitales y clínicas, con internación",Servicios,319654628,3359954,570426701,90089644,480337057,262352071,3234637,519956412,42979309,476977103,CGN RES. 414/2014
911,860401826,PRODUCTOS ALIMENTICIOS EL RECREO S.A.S.,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,ZIPAQUIRA,C1040 - Elaboración de productos lácteos,Manufactura,319537401,5366289,121336520,82664806,38671714,266635760,4615830,107902508,71937942,35964566,40 NIIF Pymes - Individual Grupo 2
912,900808399,CARBOMAS,SUPERSOCIEDADES,Centro - Oriente,NORTE DE SANTANDER,CUCUTA,"G4661 - Comercio al por mayor de combustibles sólidos, líquidos, gaseosos y productos conexos",Comercio,319488502,5695483,158763824,126326525,32437299,66296104,3218920,175758504,164801870,10956634,20 NIIF Plenas - Separado Grupo 1
913,900470642,MEDICAL DUARTE ZF S.A.S,SUPERSALUD,Centro - Oriente,NORTE DE SANTANDER,CUCUTA,"Q8610 - Actividades de hospitales y clínicas, con internación",Servicios,318716840,100675000,329528000,51885000,277643000,245294020,85626858,246962469,70994434,175968035,GRUPO 2
914,830054002,NACIONAL DE ELECTRICOS HH LTDA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,"BOGOTA, D.C.","G4752 - Comercio al por menor de artículos de ferretería, pinturas y productos de vidrio en establecimientos especializados",Comercio,318507708,18814768,160912037,60357345,100554692,293385632,13862531,159899396,76580076,83319320,40 NIIF Pymes - Individual Grupo 2
915,830111367,SUDESPENSA BARRAGAN S.A.   ,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,"BOGOTA, D.C.",G4631 - Comercio al por mayor de productos alimenticios,Comercio,318207980,14135981,181159370,94390339,86769031,309671872,6057039,207001633,132868582,74133051,10 NIIF Plenas - Individual Grupo 1
916,830068119,VITALIS S.A. C.I.,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,SOPO,"G4645 - Comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador",Comercio,318067234,56215651,575597665,323182491,252415174,266638800,73655866,529912650,274635103,255277547,20 NIIF Plenas - Separado Grupo 1
917,830507718,CLINICA MEDICAL SAS,SUPERSALUD,Bogotá - Cundinamarca,BOGOTA D.C.,"BOGOTA, D.C.","Q8610 - Actividades de hospitales y clínicas, con internación",Servicios,317886427,17653844,277239000,227341075,49897925,292779242,28767744,259024770,187905763,71119007,GRUPO 2
918,830039670,DIRECCION GENERAL DE SANIDAD MILITAR,SUPERSALUD,Bogotá - Cundinamarca,BOGOTA D.C.,"BOGOTA, D.C.",K6511- Seguros generales,Servicios,317874213,-102466356,866110703,637650806,228459897,1134511920,-50661180,757419311,324543957,432875354,CGN RES. 533/2015
919,860523408,SEGURIDAD NAPOLES LTDA,SUPERVIGILANCIA,Bogotá - Cundinamarca,BOGOTA D.C.,"BOGOTA, D.C.",N8010 - Actividades de seguridad privada,Servicios,317650948.211,12975662.432,101722590.145,50496457.034,51226133.111,223551265,6202844,81995863,40865393,41130470,GRUPO 2
920,900319696,CONCENTRIX CVG CUSTOMER MANAGEMENT COLOMBIA S.A.S.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,"BOGOTA, D.C.",J6190 - Otras actividades de telecomunicaciones,Servicios,317526800,11842836,266286989,272936434,-6649445,307308800,-4557714,288985780,307478061,-18492281,10 NIIF Plenas - Individual Grupo 1
921,830055659,GTM COLOMBIA S.A.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,"BOGOTA, D.C.","G4664 - Comercio al por mayor de productos químicos básicos, cauchos y plásticos en formas primarias y productos químicos de uso agropecuario",Comercio,317526531,-873849,169142470,125587452,43555018,392471776,-9378649,203045583,158616716,44428867,10 NIIF Plenas - Individual Grupo 1
922,811042361,PROVECOL ANTIOQUIA S.A.S,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,ITAGUI,G4631 - Comercio al por mayor de productos alimenticios,Comercio,317190341,13363151,108772570,39680392,69092178,310960224,14002285,85610676,29881649,55729027,40 NIIF Pymes - Individual Grupo 2
923,900944210,comercializadora internacional green metal sas,SUPERSOCIEDADES,Costa Atlántica,ATLANTICO,BARRANQUILLA,"G4665 - Comercio al por mayor de desperdicios, desechos y chatarra",Comercio,317001205,6123310,49766310,36472204,13294106,365696288,2738491,55190080,48023800,7166280,10 NIIF Plenas - Individual Grupo 1
924,890911625,AVICOLA NACIONAL SA,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN,A0145 - Cría de aves de corral,Agropecuario,316904873,32408978,187905202,67022222,120882980,261889584,18803339,170216923,75260879,94956044,50 NIIF Pymes - Separado Grupo 2
925,830095262,QMAX SOLUTIONS COLOMBIA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,"BOGOTA, D.C.",B0910 - Actividades de apoyo para la extracción de petróleo y de gas natural,Minero,316867904,16289022,137907187,57557602,80349585,259482528,21275164,167633700,87642874,79990826,10 NIIF Plenas - Individual Grupo 1
926,830038885,Valorem S.A.S.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,"BOGOTA, D.C.",K6613 - Otras actividades relacionadas con el mercado de valores,Servicios,316738268,184678203,2947231875,546144467,2401087408,424383616,345820246,2669645957,527803639,2141842318,20 NIIF Plenas - Separado Grupo 1
927,900872769,SKECHERS COLOMBIA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,"BOGOTA, D.C.",G4643 - Comercio al por mayor de calzado,Comercio,316652625,46605954,300706406,244510820,56195586,246168416,4807593,266920505,257330872,9589633,10 NIIF Plenas - Individual Grupo 1
928,900681857,Eolos Energía S.A.S. E.S.P.,SUPERSERVICIOS,Bogotá - Cundinamarca,BOGOTA D.C.,"BOGOTA, D.C.","D3511 - Suministro de electricidad, gas, vapor y aire acondicionado",Servicios,316483950,-357739070,1196559896,1155831684,40728212,232145069,-209498948,1319938077,1315480068,4458009,
929,890905627,CASA BRITANICA SA,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN,G4511 - Comercio de vehículos automotores nuevos,Comercio,315980203,775087,144609089,85159225,59449864,393671456,6971844,145405612,83942097,61463515,40 NIIF Pymes - Individual Grupo 2
930,800109274,DISTRIBUIDORA SERVIVALLE SAS,SUPERSOCIEDADES,Costa Pacífica,VALLE DEL CAUCA,CALI,G4690 - Comercio al por mayor no especializado,Comercio,315619428,-11557669,142135166,122013475,20121691,361856640,1342660,155397226,123717866,31679360,50 NIIF Pymes - Separado Grupo 2
931,800121199,HIERROS HB S.A.,SUPERSOCIEDADES,Eje Cafetero,RISARALDA,DOS QUEBRADAS,"G4663 - Comercio al por mayor de materiales de construcción, artículos de ferretería, pinturas, productos de vidrio, equipo y materiales de fontanería y calefacción",Comercio,314290801,8825405,100048541,60422743,39625798,365727104,23556310,111508336,80707943,30800393,10 NIIF Plenas - Individual Grupo 1
932,901204907,DISBLANCO SAS,SUPERSOCIEDADES,Eje Cafetero,CALDAS,MANIZALES,G4632 - Comercio al por mayor de bebidas y tabaco,Comercio,313781512,10958925,87677032,46716579,40960453,277684320,10466206,78024361,37222119,40802242,40 NIIF Pymes - Individual Grupo 2
933,800013834,Laboratorios La Santé S.A,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,"BOGOTA, D.C.","C2100 - Fabricación de productos farmacéuticos, sustancias químicas medicinales y productos botánicos de uso farmacéutico",Manufactura,313456309,887069,487290766,375301221,111989545,301576224,19846431,479489138,348585905,130903233,20 NIIF Plenas - Separado Grupo 1
934,800239064,COMERCIALIZADORA INTERNACIONAL DE LLANTAS S.A.S.,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN,"G4530 - Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",Comercio,313403784,5869393,230311304,157179665,73131639,327716736,11834776,258649713,185528957,73120756,20 NIIF Plenas - Separado Grupo 1
935,900643143,FOOD AND DRINKS INCORPORATED SAS,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,ITAGUI,G4632 - Comercio al por mayor de bebidas y tabaco,Comercio,313273320,5724147,115910894,97671220,18239674,250297552,5152834,90137838,77622311,12515527,40 NIIF Pymes - Individual Grupo 2
936,901128535,FUNDACION DELAMUJER COLOMBIA SAS,SUPERSOCIEDADES,Centro - Oriente,SANTANDER,GIRON,"K6499 - Otras actividades de servicio financiero, excepto las de seguros y pensiones n.c.p.",Servicios,313096868,10123258,730514090,243485133,487028957,297437632,55949477,729641533,205237876,524403657,50 NIIF Pymes - Separado Grupo 2
937,901139193,MIRED BARRANQUILLA IPS S.A.S.,SUPERSALUD,Costa Atlántica,ATLANTICO,BARRANQUILLA,"Q8610 - Actividades de hospitales y clínicas, con internación",Servicios,312934886,21817901,163575000,49187000,114388000,266487222,17409675,151232695,43675820,107556875,GRUPO 2
938,830010181,WHIRLPOOL COLOMBIA S.A.S,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,"BOGOTA, D.C.",G4644 - Comercio al por mayor de aparatos y equipo de uso doméstico,Comercio,311982191,-9897155,293106131,132423289,160682842,408847520,20497848,300168242,119168707,180999535,20 NIIF Plenas - Separado Grupo 1
939,900699359,Neuromedica SAS,SUPERSALUD,Antioquia,ANTIOQUIA,MEDELLIN,"Q8621 - Actividades de la práctica médica, sin internación",Servicios,310754434,1474987,93577820,75408128,18169692,262257509,-5937165,111578434,105012573,6565861,GRUPO 2
940,901038167,GRUPO SUPERMOTOS S.A.S.,SUPERSOCIEDADES,Costa Pacífica,VALLE DEL CAUCA,CALI,"G4541 - Comercio de motocicletas y de sus partes, piezas y accesorios",Comercio,310702158,-3009000,75726602,46138569,29588033,329165696,843565,101683420,68664604,33018816,10 NIIF Plenas - Individual Grupo 1
