ranking,nit,razon_social,supervisor,region,departamento,ciudad,ciiu,macrosector,ingresos_2023,ganancia_2023,activos_2023,pasivos_2023,patrimonio_2023,ingresos_2022,ganancia_2022,activos_2022,pasivos_2022,patrimonio_2022,grupo_niif
455,800230209,Weatherford Colombia Limited,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,"BOGOTA, D.C.",B0910 - Actividades de apoyo para la extracción de petróleo y de gas natural,Minero,650770467,-32001193,413386463,260336570,153049893,718159616,113169241,467106089,345481272,121624817,10 NIIF Plenas - Individual Grupo 1
456,800072556,SEATECH INTERNATIONAL INC,SUPERSOCIEDADES,Costa Atlántica,BOLIVAR,CARTAGENA,"C1012 - Procesamiento y conservación de pescados, crustáceos y moluscos",Manufactura,647997476,16128787,474280034,250899524,223380510,628309760,18512719,416091828,208879617,207212211,10 NIIF Plenas - Individual Grupo 1
457,901550788,JOHNSON & JOHNSON MEDTECH COLOMBIA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,"BOGOTA, D.C.","G4645 - Comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador",Comercio,647400884,42320551,615704737,223034678,392670059,0,0,616268975,265919467,350349508,10 NIIF Plenas - Individual Grupo 1
458,891200200,CENTRALES ELECTRICAS DE NARIÑO S.A. E.S.P.,SUPERSERVICIOS,Costa Pacífica,NARIÑO,PASTO,"D3514 - Suministro de electricidad, gas, vapor y aire acondicionado",Servicios,647007722,-15588086,779803171,448243389,331559782,576592324,7381726,763143507,408154884,354988623,
459,817000705,COLOMBINA DEL CAUCA S.A ,SUPERSOCIEDADES,Costa Pacífica,CAUCA,SANTANDER DE QUILICHAO,C1081 - Elaboración de productos de panadería,Manufactura,645737959,95429009,368246812,159938962,208307850,576771072,66394427,341873927,162600659,179273268,10 NIIF Plenas - Individual Grupo 1
460,860050906,ADECCO COLOMBIA SA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,"BOGOTA, D.C.",N7820 - Actividades de empresas de servicios temporales,Servicios,645077278,-3550527,113602351,106754997,6847354,593370880,-6545357,91019849,80621968,10397881,10 NIIF Plenas - Individual Grupo 1
461,900383385,INVERCOMER DEL CARIBE SAS,SUPERSOCIEDADES,Costa Atlántica,BOLIVAR,CARTAGENA,"G4711 - Comercio al por menor en establecimientos no especializados con surtido compuesto principalmente por alimentos, bebidas (alcohólicas y no alcohólicas) o tabaco",Comercio,642071581,5118517,142906847,89290000,53616847,572042368,3724880,136646108,88147778,48498330,10 NIIF Plenas - Individual Grupo 1
462,890926766,COMERCIALIZADORA INTERNACIONAL BANACOL DE COLOMBIA S.A.S. EN REORGANIZACION,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,ENVIGADO,G4620 - Comercio al por mayor de materias primas agropecuarias; animales vivos,Comercio,642023196,41852323,626845002,327459259,299385743,679687104,14369814,758162087,488952264,269209823,10 NIIF Plenas - Individual Grupo 1
463,900397839,COMPAÑIA DSIERRA S.A.S.,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,FUNZA,G4631 - Comercio al por mayor de productos alimenticios,Comercio,639740628,15241586,217964294,148786380,69177914,632893760,16109126,226697357,146855702,79841655,40 NIIF Pymes - Individual Grupo 2
464,860000751,Henkel Colombiana SAS ,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,"BOGOTA, D.C.","C2023 - Fabricación de jabones y detergentes, preparados para limpiar y pulir; perfumes y preparados de tocador",Manufactura,635715745,3572432,313497862,155955524,157542338,585183616,5239476,342419316,188318470,154100846,10 NIIF Plenas - Individual Grupo 1
465,830110347,C.I. CHEVRON EXPORT S.A.S,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,"BOGOTA, D.C.",G4774 - Comercio al por menor de otros productos nuevos en establecimientos especializados,Comercio,633023311,-2486322,75675949,66465178,9210771,318646656,11641593,36825254,25128161,11697093,10 NIIF Plenas - Individual Grupo 1
466,900519716,TERMOTASAJERO DOS S.A. E.S.P.,SUPERSERVICIOS,Centro - Oriente,NORTE DE SANTANDER,SAN CAYETANO,"D3511 - Suministro de electricidad, gas, vapor y aire acondicionado",Servicios,631761847,116024522,673719728,487713082,186006646,524104721,86761678,692660595,553572345,139088250,
467,890905360,HA BICICLETAS SA,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN,G4690 - Comercio al por mayor no especializado,Comercio,631473607,80802808,741523133,81999637,659523496,704908096,78709193,666963267,75492579,591470688,10 NIIF Plenas - Individual Grupo 1
468,860000135,AZUL K SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,"BOGOTA, D.C.","C2023 - Fabricación de jabones y detergentes, preparados para limpiar y pulir; perfumes y preparados de tocador",Manufactura,627861023,37397074,267047259,180414023,86633236,509857632,831650,253637329,202453074,51184255,10 NIIF Plenas - Individual Grupo 1
469,860090915,ACTIVOS SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,"BOGOTA, D.C.",N7820 - Actividades de empresas de servicios temporales,Servicios,626064099,1630962,126282246,49534889,76747357,560165120,4226946,123230642,50091075,73139567,50 NIIF Pymes - Separado Grupo 2
470,800216499,AGOFER SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,"BOGOTA, D.C.","G4752 - Comercio al por menor de artículos de ferretería, pinturas y productos de vidrio en establecimientos especializados",Comercio,625534221,-4523022,420217857,254305666,165912191,655295104,38551819,483552205,313116992,170435213,10 NIIF Plenas - Individual Grupo 1
471,900219120,VIVA 1A IPS SA,SUPERSALUD,Antioquia,ANTIOQUIA,MEDELLIN,"Q8621 - Actividades de la práctica médica, sin internación",Servicios,623299739,30338827,335252000,255076828,80175172,505368876,19346174,266812203,222071869,44740334,GRUPO 2
472,900087151,CARTAGENA II SA,SUPERSOCIEDADES,Costa Atlántica,BOLIVAR,CARTAGENA,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,Servicios,621283074,618553015,1662731169,16586242,1646144927,356164448,346438361,1385234274,16887527,1368346747,20 NIIF Plenas - Separado Grupo 1
473,830016868,AGROAVICOLA SAN MARINO S.A ,SUPERSOCIEDADES,Costa Pacífica,VALLE DEL CAUCA,PALMIRA,A0145 - Cría de aves de corral,Agropecuario,619819476,11734619,374378895,230625396,143753499,531711712,11250842,340188498,207646073,132542425,40 NIIF Pymes - Individual Grupo 2
474,830047819,Coca-Cola Bebidas de Colombia,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,"BOGOTA, D.C.",G4669 - Comercio al por mayor de otros productos n.c.p.,Comercio,618886854,14593744,326852523,274095796,52756727,599380160,3983354,305992870,272730059,33262811,10 NIIF Plenas - Individual Grupo 1
475,816002019,EMPRESA DE ENERGÍA DE PEREIRA S.A. ESP.,SUPERSERVICIOS,Eje Cafetero,RISARALDA,PEREIRA,"D3514 - Suministro de electricidad, gas, vapor y aire acondicionado",Servicios,618494156,52422935,616013572,339768126,276245446,557786501,53127425,674541655,418213832,256327823,
476,900342297,COMERCIALIZADORA ARTURO CALLE SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,"BOGOTA, D.C.",G4771 - Comercio al por menor de prendas de vestir y sus accesorios (incluye artículos de piel) en establecimientos especializados,Comercio,618285142,12497820,305430063,121412554,184017509,578551168,29967157,320604128,147454709,173149419,20 NIIF Plenas - Separado Grupo 1
477,800146425,ORGANIZACION SOLARTE Y CIA S.A.S.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,"BOGOTA, D.C.",C1051 - Elaboración de productos de molinería,Manufactura,617570061,28221963,466197534,211856287,254341247,611430464,-694899,563733242,337600850,226132392,10 NIIF Plenas - Individual Grupo 1
478,830074222,SYNGENTA S.A.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,"BOGOTA, D.C.",C2021 - Fabricación de plaguicidas y otros productos químicos de uso agropecuario,Manufactura,617360228,6994551,915923469,518025241,397898228,645189824,22292618,806004791,591883334,214121457,10 NIIF Plenas - Individual Grupo 1
479,830043084,C I CARBOCOQUE S A,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,"BOGOTA, D.C.",C1910 - Fabricación de productos de hornos de coque,Manufactura,617103404,-30390373,310843457,167355653,143487804,472675904,29618728,419219696,223221419,195998277,20 NIIF Plenas - Separado Grupo 1
480,800137960,EFICACIA SAS,SUPERSOCIEDADES,Costa Pacífica,VALLE DEL CAUCA,CALI,N8299 - Otras actividades de servicio de apoyo a las empresas n.c.p.,Servicios,615472619,2006509,132305824,116159827,16145997,551410176,1259119,108444546,92922884,15521662,10 NIIF Plenas - Individual Grupo 1
481,817000680,FAMILIA DEL PACIFICO S.A.S,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN,C1709 - Fabricación de otros artículos de papel y cartón,Manufactura,615225907,136929700,479559166,110326838,369232328,665943040,47259152,338125896,105815038,232310858,10 NIIF Plenas - Individual Grupo 1
482,830111124,AIR EUROPA LINEAS AEREAS SA,SUPERTRANSPORTE,Bogotá - Cundinamarca,BOGOTA D.C.,"BOGOTA, D.C.",H5112 - Transporte aéreo,Servicios,615103298.434,7701898.659,41299256.488,33558194.785,7741061.703,487850472.05,24426.842,18314541.528,18275677.484,39164.044,GRUPO 2
483,900592737,PERFILES Y SOLUCIONES LOGISTICAS SAS,SUPERSOCIEDADES,Costa Atlántica,BOLIVAR,CARTAGENA,N8220 - Actividades de centros de llamadas (call center),Servicios,614768989,-11980710,198357427,108348587,90008840,502999424,9312650,179821782,94641493,85180289,10 NIIF Plenas - Individual Grupo 1
484,900031088,COMERCIALIZADORA INTERNACIONAL BANANEROS UNIDOS DE SANTAMARTA SAS,SUPERSOCIEDADES,Costa Atlántica,MAGDALENA,SANTA MARTA,G4631 - Comercio al por mayor de productos alimenticios,Comercio,612717528,-2303653,68652883,64799463,3853420,576085376,-266207,94639799,86117852,8521947,10 NIIF Plenas - Individual Grupo 1
485,830012053,URBANIZADORA MARVAL S.A.S,SUPERSOCIEDADES,Centro - Oriente,SANTANDER,BUCARAMANGA,F4111 - Construcción de edificios residenciales,Construccion ,610906501,128476758,1600473167,990478486,609994681,622226880,103992637,1396381882,899905835,496476047,10 NIIF Plenas - Individual Grupo 1
486,900388839,HADA INTERNATIONAL S.A.S,SUPERSOCIEDADES,Costa Atlántica,ATLANTICO,BARRANQUILLA,"C2023 - Fabricación de jabones y detergentes, preparados para limpiar y pulir; perfumes y preparados de tocador",Manufactura,610484264,58513418,429742054,333753955,95988099,456269632,26368931,300551715,240581739,59969976,10 NIIF Plenas - Individual Grupo 1
487,900641706,SGS COLOMBIA HOLDING S.A.S,SUPERSOCIEDADES,Costa Atlántica,ATLANTICO,BARRANQUILLA,N8220 - Actividades de centros de llamadas (call center),Servicios,609909456,66253062,850504868,570878731,279626137,645204992,11439994,897646037,620609135,277036902,10 NIIF Plenas - Individual Grupo 1
488,900557875,NOVO NORDISK COLOMBIA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,"BOGOTA, D.C.","G4645 - Comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador",Comercio,608384757,4218667,348648210,283584671,65063539,501246208,9491944,291214608,230369735,60844873,10 NIIF Plenas - Individual Grupo 1
489,890327996,PROYECTOS DE INFRAESTRUCTURA S.A.S.,SUPERTRANSPORTE,Costa Pacífica,VALLE DEL CAUCA,CALI,F4210 - Obras de ingeniería civil,Construccion ,608211561.403,164504517.759,453659841.379,250961478.82,202698362.559,509475543.775,134985611.965,409554999.962,236363263.574,173191736.388,GRUPO 1
490,890900076,CINE COLOMBIA S.A.S. ,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,"BOGOTA, D.C.",I5612 - Expendio por autoservicio de comidas preparadas,Servicios,606235390,92720052,842399120,378151264,464247856,447193152,58364139,831889678,367446987,464442691,10 NIIF Plenas - Individual Grupo 1
491,900894996,CONCESION RUTA AL MAR SAS,SUPERTRANSPORTE,Costa Atlántica,CORDOBA,MONTERIA,F4210 - Obras de ingeniería civil,Construccion ,605204740.261,-83136969.43,2882243470.987,2988799561.109,-106556090.122,611667856.15,-75087641.241,2713022484.499,2736441605.191,-23419120.692,GRUPO 2
492,900324176,CARIBBEAN ECO SOAPS USUARIO INDUSTRIAL DE BIENES Y SERVICIOS UIBSS S.A.S.,SUPERSOCIEDADES,Costa Atlántica,MAGDALENA,SANTA MARTA,"C2023 - Fabricación de jabones y detergentes, preparados para limpiar y pulir; perfumes y preparados de tocador",Manufactura,603595589,22504335,412242573,268149585,144092988,659719616,23556601,430247211,306539013,123708198,40 NIIF Pymes - Individual Grupo 2
493,900123408,Compañia de inversiones textiles de moda SAS - TEXMODA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,CHIA,G4771 - Comercio al por menor de prendas de vestir y sus accesorios (incluye artículos de piel) en establecimientos especializados,Comercio,602366212,-7104266,362820481,339047145,23773336,678626560,15694975,365769824,334892222,30877602,10 NIIF Plenas - Individual Grupo 1
494,900199343,AMERICAS STYRENICS DE COLOMBIA LTDA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,"BOGOTA, D.C.",C2013 - Fabricación de plásticos en formas primarias,Manufactura,601435324,19670376,303221687,137051082,166170605,670468992,-31976837,349005013,163974264,185030749,10 NIIF Plenas - Individual Grupo 1
495,900809229,HALEON COLOMBIA S.A.S,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,"BOGOTA, D.C.","G4645 - Comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador",Comercio,600464814,35448818,303447722,184849712,118598010,640034496,11328342,287635336,180021808,107613528,10 NIIF Plenas - Individual Grupo 1
496,809000555,DIANA AGRICOLA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,"BOGOTA, D.C.",G4620 - Comercio al por mayor de materias primas agropecuarias; animales vivos,Comercio,597012444,2849529,364899889,283823200,81076689,517905504,13654285,360720020,283964717,76755303,10 NIIF Plenas - Individual Grupo 1
497,800093117,ARQUITECTURA Y CONCRETO SASNO,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN,F4111 - Construcción de edificios residenciales,Construccion ,596761664,31432514,2453410571,1481549973,971860598,678422528,97304374,2465686387,1499690828,965995559,20 NIIF Plenas - Separado Grupo 1
498,800200598,PRODESA Y CIA S.A. ,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,"BOGOTA, D.C.",F4111 - Construcción de edificios residenciales,Construccion ,596584929,8834981,1227154737,1077365435,149789302,561361536,17987242,1027237278,876422444,150814834,10 NIIF Plenas - Individual Grupo 1
499,802019339,ADAMA ANDINA B.V. SUCURSAL COLOMBIA,SUPERSOCIEDADES,Costa Atlántica,ATLANTICO,BARRANQUILLA,C2021 - Fabricación de plaguicidas y otros productos químicos de uso agropecuario,Manufactura,596274532,24728149,781400584,516480662,264919922,832740288,34880587,1135676441,895484669,240191772,10 NIIF Plenas - Individual Grupo 1
500,800156044,COMPAÑIA DE PUERTOS ASOCIADOS S.A.,SUPERTRANSPORTE,Bogotá - Cundinamarca,BOGOTA D.C.,"BOGOTA, D.C.",H5222 - Almacenamiento y actividades complementarias al transporte,Servicios,595791558.572,170007055.676,1214872236.474,800873933.368,413998303.106,581194212.156,-103047757.633,1325876714.376,1056962604.638,268914109.738,GRUPO 2
501,901007478,GRUPO ENERGÉTICO DE LAS AMERICAS SAS ESP,SUPERSERVICIOS,Costa Atlántica,ATLANTICO,BARRANQUILLA,"G4661 - Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas",Comercio,594761085,4713223,110831400,102038553,8792847,281633212,2528545,107155664,101506010,5649654,
502,890300554,C.I.  DE AZUCARES Y MIELES S.A.,SUPERTRANSPORTE,Costa Pacífica,VALLE DEL CAUCA,CALI,"G4631 - Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas",Comercio,592407089,-20973013,383286228,254641867,128644361,782580092,1461454,365683872,244119769,121564103,GRUPO 1
503,830083619,REPSOL COLOMBIA OIL & GAS LIMITED,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,"BOGOTA, D.C.",B0610 - Extracción de petróleo crudo,Minero,590219632,290025476,1325643833,306173238,1019470595,622258432,253879333,1084935491,247521010,837414481,10 NIIF Plenas - Individual Grupo 1
504,806001822,SACSA,SUPERTRANSPORTE,Costa Atlántica,BOLIVAR,CARTAGENA,H5223 - Almacenamiento y actividades complementarias al transporte,Servicios,586013424,9171232,109251806,64890214,44361592,512744342,11266777,101257161,66066801,35190360,GRUPO 1
505,901111609,NAPLES PRIME SAS CI,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,"BOGOTA, D.C.",G4662 - Comercio al por mayor de metales y productos metalíferos,Comercio,586000543,1957165,32610079,17985632,14624447,355033920,1916249,28526178,13358896,15167282,40 NIIF Pymes - Individual Grupo 2
506,900311581,MAC CENTER COLOMBIA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,"BOGOTA, D.C.","G4741 - Comercio al por menor de computadores, equipos periféricos, programas de informática y equipos de telecomunicaciones en establecimientos especializados",Comercio,585674619,4308111,209352112,178818730,30533382,473759808,8152566,180206018,155908748,24297270,10 NIIF Plenas - Individual Grupo 1
507,860511458,AGROINTEGRAL ANDINA SAS ,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,COTA,"G4664 - Comercio al por mayor de productos químicos básicos, cauchos y plásticos en formas primarias y productos químicos de uso agropecuario",Comercio,585583472,12691685,361707033,237118818,124588215,624426240,22849756,359849798,247966256,111883542,10 NIIF Plenas - Individual Grupo 1
508,890930545,MINCIVIL S.A.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,"BOGOTA, D.C.",F4290 - Construcción de otras obras de ingeniería civil,Construccion ,584717090,21882963,1081064634,519174142,561890492,699473280,183841755,1041434619,494751255,546683364,50 NIIF Pymes - Separado Grupo 2
509,817001644,GENFAR SA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,"BOGOTA, D.C.","G4645 - Comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador",Comercio,583354760,47296812,338389382,130426467,207962915,492466944,61474559,309605009,151838804,157766205,10 NIIF Plenas - Individual Grupo 1
510,890805267,SUPER DE ALIMENTOS SAS,SUPERSOCIEDADES,Eje Cafetero,CALDAS,MANIZALES,"C1082 - Elaboración de cacao, chocolate y productos de confitería",Manufactura,582930365,-7513919,318594895,248653698,69941197,570621632,22895588,323155749,245250633,77905116,40 NIIF Pymes - Individual Grupo 2
511,860009876,KLM CIA REAL HOLANDESA DE AVIACION,SUPERTRANSPORTE,Bogotá - Cundinamarca,BOGOTA D.C.,"BOGOTA, D.C.",H5112 - Transporte aéreo,Servicios,582822431.048,0,19295879.091,19185879.091,110000,594905190.966,0,8636796.756,8526796.756,110000,GRUPO 1
512,830069311,NABORS DRILLING INTERNATIONAL LTD. BERMUDA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,"BOGOTA, D.C.",B0910 - Actividades de apoyo para la extracción de petróleo y de gas natural,Minero,581347805,100434396,629513861,121272056,508241805,601450368,65239758,960922574,234300711,726621863,10 NIIF Plenas - Individual Grupo 1
513,830080672,CEPSA COLOMBIA SA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,"BOGOTA, D.C.",B0610 - Extracción de petróleo crudo,Minero,579078837,134366762,2783611206,259485230,2524125976,768340352,388972821,3580632418,558890136,3021742282,10 NIIF Plenas - Individual Grupo 1
514,860016640,TCC S.A.S,SUPERTRANSPORTE,Antioquia,ANTIOQUIA,MEDELLIN,H4923 - Transporte terrestre; transporte por tuberías,Servicios,576678542.0439999,7228182.558,431698999.408,188165731.882,243533267.526,523779907.55999994,17333214.908,403494609.841,165372799.802,238121810.039,GRUPO 1
515,805018495,CERDOS DEL VALLE SA,SUPERSOCIEDADES,Costa Pacífica,VALLE DEL CAUCA,YUMBO,A0144 - Cría de ganado porcino,Agropecuario,575643002,3806522,293972250,268606186,25366064,476947872,3666307,207098861,185339319,21759542,10 NIIF Plenas - Individual Grupo 1
516,890903474,ENKA DE COLOMBIA S A,SUPERFINANCIERA,Antioquia,ANTIOQUIA,MEDELLIN,C2030 - Fabricacion de fibras sinteticas y artificiales,Manufactura,574397000,20049000,695695000,181076000,514619000,595914666,24645262,808085527,327222521,480863006,GRUPO 1
517,830036108,SED INTERNATIONAL DE COLOMBIA S A S,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,TOCANCIPA,"G4651 - Comercio al por mayor de computadores, equipo periférico y programas de informática",Comercio,573155608,9025704,210170168,151204037,58966131,562599424,12366983,183247627,133307200,49940427,10 NIIF Plenas - Individual Grupo 1
518,800212840,L’ORÉAL COLOMBIA S. A. S.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,"BOGOTA, D.C.","G4645 - Comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador",Comercio,572219977,4087481,502875687,267419294,235456393,410891680,5034728,437119551,217050426,220069125,20 NIIF Plenas - Separado Grupo 1
519,860015536,HOSPITAL UNIVERSITARIO SAN IGNACIO,SUPERSALUD,Bogotá - Cundinamarca,BOGOTA D.C.,"BOGOTA, D.C.","Q8610 - Actividades de hospitales y clínicas, con internación",Servicios,571071388,-409770,366807000,247297000,119510000,500054157,18372957,302379499,179023830,123355669,GRUPO 2
520,900276770,CNEOG COLOMBIA SUCURSAL COLOMBIA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,"BOGOTA, D.C.",B0620 - Extracción de gas natural,Minero,570578060,382789156,3665239524,476632171,3188607353,25723244,-65142462,3818646932,97273993,3721372939,10 NIIF Plenas - Individual Grupo 1
521,890303093,COMFENALCO VALLE,SUPERSALUD,Costa Pacífica,VALLE DEL CAUCA,CALI,O8430 - Actividades de planes de seguridad social de afiliación obligatoria,Servicios,568951592,-11053006,116259139,182141964,-65882825,570582817,-1405654,126029479,146650303,-20620824,GRUPO 2
522,900149606,EXCAVACIONES Y PROYECTOS DE COLOMBIA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,"BOGOTA, D.C.",B0990 - Actividades de apoyo para otras actividades de explotación de minas y canteras,Minero,568021572,20758604,249091313,60525296,188566017,479605952,55826106,274963276,85188440,189774836,40 NIIF Pymes - Individual Grupo 2
523,860026759,CARTONES AMERICA S.A. CAME,SUPERSOCIEDADES,Costa Pacífica,VALLE DEL CAUCA,CALI,"C1702 - Fabricación de papel y cartón ondulado (corrugado); fabricación de envases, empaques y de embalajes de papel y cartón",Manufactura,567278225,115073807,579765888,328744986,251020902,605338040,143270296,634579638,384229481,250350157,20 NIIF Plenas - Separado Grupo 1
524,901180357,Osprey Metals S.A.S,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,RIONEGRO,C2421 - Industrias básicas de metales preciosos,Manufactura,567262867,1346906,29471312,26318284,3153028,717665472,-1776084,73248878,71440786,1808092,10 NIIF Plenas - Individual Grupo 1
525,800007955,COMMERK SAS,SUPERSOCIEDADES,Costa Pacífica,VALLE DEL CAUCA,CANDELARIA,G4632 - Comercio al por mayor de bebidas y tabaco,Comercio,562970353,36185181,284759666,187440304,97319362,635534976,38410384,332398793,206449863,125948930,50 NIIF Pymes - Separado Grupo 2
526,811010485,FGA FONDO DE GARANTIAS S.A.,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN,K6619 - Otras actividades auxiliares de las actividades de servicios financieros n.c.p.,Servicios,562437714,76793268,500204556,241972231,258232325,535574368,42093802,474769560,291436281,183333279,10 NIIF Plenas - Individual Grupo 1
527,900907364,Empresa Colombiana de Cementos S.A.S,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,SABANETA,"C2394 - Fabricación de cemento, cal y yeso",Manufactura,560597656,60543337,923357224,395799223,527558001,494349056,48813174,939659536,447926200,491733336,10 NIIF Plenas - Individual Grupo 1
528,890205645,MARVAL S.A.S,SUPERSOCIEDADES,Centro - Oriente,SANTANDER,BUCARAMANGA,F4111 - Construcción de edificios residenciales,Construccion ,560481394,98888329,2129057512,1374819906,754237606,681926784,123485704,1917921412,1187553516,730367896,20 NIIF Plenas - Separado Grupo 1
529,800012375,QBCO SAS,SUPERSOCIEDADES,Costa Pacífica,VALLE DEL CAUCA,BUGA,C1032 - Elaboración de aceites y grasas de origen vegetal refinados,Manufactura,558412847,9771899,460191195,338488978,121702217,656625664,17858228,533430404,402114824,131315580,20 NIIF Plenas - Separado Grupo 1
530,891401705,INGENIO RISARALDA S.A,SUPERSOCIEDADES,Eje Cafetero,RISARALDA,PEREIRA,C1071 - Elaboración y refinación de azúcar,Manufactura,557102027,30720845,595948210,333065401,262882809,532024704,50729739,562522631,331945563,230577068,20 NIIF Plenas - Separado Grupo 1
531,800084048,SOCIEDAD PORTUARIA TERMINAL DE CONTENEDORES DE BUENAVENTURA S.A.,SUPERTRANSPORTE,Costa Pacífica,VALLE DEL CAUCA,BUENAVENTURA,H5222 - Almacenamiento y actividades complementarias al transporte,Servicios,556951702,5721167,1196019519,667134433,528885086,599392348,30439687,1454362123,782009524,672352599,GRUPO 1
532,900334431,TERMONORTE SAS ESP,SUPERSERVICIOS,Bogotá - Cundinamarca,BOGOTA D.C.,"BOGOTA, D.C.","D3511 - Suministro de electricidad, gas, vapor y aire acondicionado",Servicios,554637107,183532140,416682325,150499768,266182557,380132751,110109853,370871015,240419146,130451869,
533,811029525,PRODUCTOS LACTEOS AURA S.A.S.,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,RETIRO,C1040 - Elaboración de productos lácteos,Manufactura,553968981,28666417,254750456,199565553,55184903,448487296,26260403,209995753,157183199,52812554,20 NIIF Plenas - Separado Grupo 1
534,900843898,Rappi SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,"BOGOTA, D.C.","J6201 - Actividades de desarrollo de sistemas informáticos (planificación, análisis, diseño, programación, pruebas)",Servicios,553247740,-5145204,453140756,397518688,55622068,357825120,-199461499,452506971,414879886,37627085,10 NIIF Plenas - Individual Grupo 1
535,901453880,KYNDRYL COLOMBIA SAS ,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,"BOGOTA, D.C.",J6202 - Actividades de consultoría informática y actividades de administración de instalaciones informáticas,Servicios,553200254,8541859,387803170,204547193,183255977,502575456,19111096,357068766,182354648,174714118,10 NIIF Plenas - Individual Grupo 1
536,890105927,C.I FARMACAPSULAS S.A.S,SUPERSOCIEDADES,Costa Atlántica,ATLANTICO,BARRANQUILLA,"C2100 - Fabricación de productos farmacéuticos, sustancias químicas medicinales y productos botánicos de uso farmacéutico",Manufactura,552364511,39013827,589696135,345795102,243901033,503248096,25256925,590176632,385289428,204887204,10 NIIF Plenas - Individual Grupo 1
537,900117087,BIOCOMBUSTIBLES SOSTENIBLES DEL CARIBE S.A. USUARIO OPERADOR DE ZONA FRANCA ,SUPERSOCIEDADES,Costa Atlántica,MAGDALENA,SANTA MARTA,C1032 - Elaboración de aceites y grasas de origen vegetal refinados,Manufactura,552092246,19687833,362951839,314987780,47964059,747682368,56962557,322565307,235289081,87276226,40 NIIF Pymes - Individual Grupo 2
